offer_number	tpnb	Item_description	offer_start_date	offer_end_date	store	format_name	meta_store_id	sg_cd	forecast	capacity
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1050	HM	1	A12AD	339.8521942	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1007	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1052	HM	101	C00AB	2.66217084	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1051	HM	101	C00AB	5.87856528	4
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1046	HM	1	L3CAA		0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1014	HM	1	C00AA	9.396376509	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1057	HM	1	A11CA	1058.085994	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4152	1K	2	A11CA	2016.194398	0
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1121	HM	1	A61CB	5.276422574	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1040	HM	1	C39AA	0.882999117	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1041	HM	101	C32BC	1.43609192	7
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4154	EX	2	A11CA	789.3220587	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1039	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1057	HM	101	C00AB	1.63745064	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4142	1K	2	C00AB	1.87153987	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4018	EX	2	A11CA	748.6971468	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4014	1K	2	A11CA	3246.529845	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1049	HM	101	C00AB	2.97318852	4
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	4162	HM	2	C00AA	2.061560748	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1037	HM	101	C32BC	0.85752135	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1046	HM	101	C00AB	4.31050068	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4153	1K	2	C00AB	1.79908246	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1018	HM	1	C39AB	1.673441952	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1132	HM	1	A11CA	1393.53404	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1050	HM	101	C00AB	2.69410284	4
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1045	HM	101	C32BC	0.959020125	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1040	HM	101	C00AB	4.06274616	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1047	HM	101	C00AB	5.29767216	4
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4158	1K	2	A11CA	843.000221	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4039	1K	2	A12AD	86.25689372	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1032	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4145	1K	2	C00AB	1.79152329	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1048	HM	101	C00AB	3.9638646	6
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1045	HM	101	C00AB	3.2482296	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1053	HM	101	C00AB	3.87207432	4
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4062	EX	2	A12AD	84.06901562	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4022	EX	2	A11CA	841.2686674	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1008	HM	101	C32BC	1.442136475	7
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4160	1K	2	A11CA	878.5636685	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4024	EX	2	A11CA	546.7713552	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1039	HM	1	C39AA	0.891999108	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1038	HM	101	C00AB	5.0070636	4
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1026	HM	1	C00AA	5.268156894	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1025	HM	1	L3CAA		0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1013	HM	1	A12AD	397.2688714	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4016	EX	2	A11CA	533.5849084	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4144	1K	2	C00AB	1.93146012	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1027	HM	1	A12AD	453.7869606	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1036	HM	1	A12AD	125.9882405	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4141	1K	2	C00AB	1.80774785	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1041	HM	101	C00AB	8.50559292	4
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1131	HM	101	C32BC	1.224777738	7
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4103	1K	2	A12AD	159.2582915	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1101	HM	1	C00AA	7.605088218	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1044	HM	101	C00AB	3.92041944	4
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1004	HM	1	A12AD	1235.000812	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4149	1K	2	A12AD	151.9252935	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1038	HM	1	C00AA	5.935372443	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1057	HM	101	C32BC	0.5742765	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1043	HM	101	C00AB	3.97744992	4
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1009	HM	1	A61CB	5.861027808	0
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1038	HM	1	A61CB	6.708072117	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1008	HM	1	A11CA	4346.315903	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4158	1K	2	A12AD	54.46454053	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1053	HM	101	C32BC	1.23405433	7
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1016	HM	101	C32BC	1.92556646	7
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1005	HM	1	A61CB	16.90326588	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1004	HM	1	A11CA	5108.634261	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1035	HM	101	C00AB	3.36818736	4
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1004	HM	101	C32BC	2.452751875	7
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1049	HM	101	C32BC	1.144231944	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4132	1K	2	C00AB	4.61017185	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4162	HM	2	A11CA	1075.294799	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1002	HM	1	A11CA	5541.622698	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1006	HM	1	A11CA	3933.954288	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1009	HM	1	C00AA	6.6952899	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1038	HM	1	C39AA	0.882999117	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4133	EX	2	C00AB	1.95469383	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4028	1K	2	A11CA	1248.849751	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1039	HM	101	C00AB	4.55254524	4
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1016	HM	1	C39AA	0.861999138	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1022	HM	1	A12AD	979.5539218	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4020	EX	2	A11CA	847.1293104	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1037	HM	101	C00AB	3.86757504	6
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1054	HM	1	A12AD	349.984549	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1102	HM	101	C32BC	1.728826778	7
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4144	1K	2	A12AD	97.14819898	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1033	HM	1	C00AA	5.126402736	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1010	HM	1	A11CA	3332.105605	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1015	HM	1	C39AA	0.866999133	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1012	HM	101	C32BC	1.361394775	7
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	2001	DS	1	C39AA	0.202225564	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1132	HM	1	A12AD	135.8727089	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1018	HM	1	L3CAA		0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1005	HM	1	C39AB	2.990468	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1030	HM	101	C00AB	3.77436024	4
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4002	1K	2	A12AD	162.9608545	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4026	EX	2	A11CA	705.6746992	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4011	1K	2	A12AD	154.1051574	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1050	HM	1	C00AA	7.358588367	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1057	HM	1	L3CAA		0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4030	1K	2	A11CA	973.1331355	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1021	HM	1	C00AA	6.059600118	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1034	HM	101	C00AB	5.24765304	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1027	HM	101	C00AB	5.42133648	4
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1004	HM	1	L3CAA		0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1041	HM	1	C39AB	1.434324008	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4032	1K	2	A11CA	892.9488832	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4121	1K	2	A12AD	218.3310002	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4036	1K	2	A11CA	3121.192002	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1050	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1033	HM	101	C00AB	3.62385576	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4123	1K	2	C00AB	2.17150986	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1132	HM	1	C00AA	6.428573424	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4128	EX	2	C00AB	1.185054552	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1023	HM	101	C00AB	4.43184228	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1025	HM	101	C00AB	4.68985284	4
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1024	HM	101	C32BC	1.300685236	7
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1051	HM	1	A61CB	6.73952363	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1012	HM	1	A11CA	2227.871468	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1011	HM	1	L3CAA		0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1016	HM	1	A11CA	3496.246154	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1045	HM	1	A12AD	282.2186164	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1032	HM	101	C00AB	3.07760616	4
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	4001	HM	2	C32BC	1.51723692	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4122	1K	2	C00AB	3.74418596	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1029	HM	101	C00AB	3.40635456	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4118	1K	2	C00AB	2.13279216	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4153	1K	2	A12AD	121.9361366	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1016	HM	1	C00AA	9.63544374	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1020	HM	101	C00AB	6.6929472	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1036	HM	101	C00AB	3.15852372	4
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1014	HM	1	A11CA	5296.198489	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1028	HM	1	C00AA	6.340480146	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1020	HM	1	A11CA	2839.858758	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4114	1K	2	C00AB	2.55075895	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1102	HM	1	C39AA	0.882999117	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1031	HM	1	A12AD	588.2653087	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4117	1K	2	C00AB	2.1921593	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1017	HM	1	A12AD	227.9624902	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1008	HM	1	A12AD	717.1352281	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1037	HM	1	C39AA	0.861999138	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1031	HM	101	C00AB	3.68926488	4
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4038	EX	2	A11CA	782.7954335	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4129	1K	2	C00AB	1.51459955	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1122	HM	101	C32BC	0.958690834	7
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4042	1K	2	A11CA	1269.628394	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1014	HM	1	C39AB	2.096292588	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1028	HM	101	C32BC	1.325828875	7
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1045	HM	1	C00AA	5.918795064	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4162	HM	2	A12AD	87.48306716	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1004	HM	1	C00AA	10.2496565	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4116	1K	2	C00AB	3.281168	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1040	HM	1	A12AD	117.8079907	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4044	1K	2	A11CA	1745.272854	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4121	1K	2	C00AB	2.77163421	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4113	1K	2	C00AB	3.17374518	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4115	1K	2	C00AB	3.45656876	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4103	1K	2	A11CA	1359.40279	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1020	HM	101	C32BC	1.592897884	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1013	HM	101	C00AB	6.42041424	6
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4040	1K	2	A11CA	1926.819592	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4101	1K	2	A11CA	2033.243541	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1024	HM	101	C00AB	4.62471156	4
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1043	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1026	HM	101	C00AB	5.55973308	4
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1026	HM	1	A11CA	1978.601581	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4113	1K	2	A11CA	1237.927643	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1121	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1017	HM	101	C00AB	4.59360396	4
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1014	HM	1	C39AA	0.862999137	0
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1047	HM	1	A61CB	7.567128864	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1036	HM	101	C32BC	0.951184812	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1028	HM	101	C00AB	3.4562052	4
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1022	HM	101	C00AB	5.54907456	6
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1024	HM	1	A11CA	1870.922583	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1019	HM	1	C39AB	1.375628904	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1001	HM	1	C39AB	3.466249176	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1035	HM	1	C39AA	0.891999108	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1026	HM	1	A12AD	274.9679405	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1057	HM	1	C00AA	2.599422462	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1040	HM	101	C32BC	1.14715529	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1016	HM	101	C00AB	7.73451936	6
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1015	HM	1	L3CAA		0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1018	HM	1	A11CA	1790.512942	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1011	HM	1	C00AA	5.565862224	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1049	HM	1	A12AD	353.0211568	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1021	HM	101	C00AB	5.47473168	4
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1036	HM	1	L3CAA		0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1132	HM	1	L3CAA		0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1037	HM	1	C39AB	1.23355648	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1101	HM	1	C39AA	0.884999115	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1010	HM	101	C00AB	6.25327344	6
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4148	1K	2	A12AD	90.79293402	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4006	1K	2	A12AD	92.9487553	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4103	1K	2	C00AB	1.516525444	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1022	HM	1	A11CA	2825.524866	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4046	1K	2	A11CA	1452.906685	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1036	HM	1	C39AA	0.882999117	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1012	HM	101	C00AB	4.87000836	6
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1057	HM	1	C39AA	0.884999115	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1011	HM	101	C00AB	4.95777456	6
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1122	HM	1	C39AA	0.882999117	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	2001	DS	1	C32BC	0.882	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1003	HM	1	A12AD	1142.663144	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4117	1K	2	A11CA	2010.733344	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1018	HM	101	C00AB	5.16372372	4
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4157	1K	2	A12AD	179.3338763	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1004	HM	101	C00AB	7.87356972	6
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4115	1K	2	A11CA	843.1334174	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1014	HM	101	C00AB	7.21524024	6
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1047	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1019	HM	101	C00AB	5.8823694	6
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1015	HM	101	C00AB	6.15243564	6
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1029	HM	1	L3CAA		0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1052	HM	1	C00AA	3.168649614	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1012	HM	1	C39AA	0.877999122	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1010	HM	1	C39AB	2.07512708	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1034	HM	1	C39AA	0.884999115	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1035	HM	1	A12AD	263.1933385	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1122	HM	1	A12AD	444.9250233	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1008	HM	101	C00AB	7.83670896	6
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1048	HM	101	C32BC	1.298455286	7
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1006	HM	101	C00AB	8.63105436	6
